sample_group,platform,product_key,product_id,review_id,product_name,brand,category,rating,review_text,sentiment_label,lstm_v3_pred,predicted_sentiment,skin_type,base_skin_type,skin_type_tags,skin_need_tags,skin_type_normalization_status,skin_concern,skin_concern_tags,skin_concern_codes,skin_concern_normalization_status
negative_review_samples,oliveyoung,oliveyoung::A000000182782,A000000182782,31237564,[산뜻진정] 구달 맑은 어성초 진정 쿨링 선스틱 19g 1+1 기획,구달,suncare,3.0,"장단점이긴 한데

끈적거림이 없는대신 밀착력이 없어서 뭔가 지우개똥처럼
톡톡 떨어짐

그래서 손으로 한번 더 문질해줘야되는 귀찮음 있음",negative,negative,negative,,,[],[],missing,,[],[],missing
negative_review_samples,oliveyoung,oliveyoung::A000000208231,A000000208231,18269940,[15년연속 1위/4매] 메디힐 에센셜 마스크팩 고기능 7종 골라담기,메디힐,maskpack,1.0,저에게는 맞지 않은 마스크팩이였습니다.. 메디힐 티트리는 잘맞는데 마데카소사이드는 잘 안맞나봐요 다시는 구매 안하려구요.. 트러블난거 진정시키느라 1주일 넘게 걸렸어요ㅠㅠ 재구매의사 없습니다,negative,negative,negative,,,[],[],missing,,[],[],missing
negative_review_samples,oliveyoung,oliveyoung::A000000232724,A000000232724,59650673,[NO.1 미스트세럼] 달바 퍼스트 스프레이 세럼 100ml 2개 기획,달바,skincare,4.0,자극 없는데 눈에 들어가면 엄청 아파서 조심해서 쓰세용^_^제품력은 딱히 모르겠고 그냥 다이소에 파는 품절대란 토너 사서 쓸듯,positive,negative,negative,지성,지성,['지성'],[],ok,"미백, 보습",['미백' '보습'],[],ok
negative_review_samples,oliveyoung,oliveyoung::A000000252917,A000000252917,60083784,[온라인단독] 라로슈포제 시카플라스트 밤 B5+& 멀티리페어 크림 B5 100ml 기획 (+시카에센스 7.5ml*2),라로슈포제,skincare,1.0,백탁심한 무기자차 선크림바르는 느낌인데요. 겉은 번들한데 속은 또 건조합니다. 수부지타입이에요. 그래도 샘플쓸땐 괜찮길래 편평사마귀 빼고 샀는데...일주일쓰고 피부 뒤집어졌어요ㅜㅜ 민감성아니라서 왠만하면 괜찮은데 왕건이 트러블이 엄청나고 그게 흉이 되더라구요ㅜ,negative,negative,negative,지성,지성,['지성'],[],ok,"트러블, 각질",['트러블' '각질'],[],ok
negative_review_samples,oliveyoung,oliveyoung::A000000224292,A000000224292,35914370,라로슈포제 시카플라스트 멀티 리페어 크림 100ml 기획 (+멜라B3 세럼 3ml 증정),라로슈포제,skincare,1.0,"역시 리뷰가 좋다고 좋은건아닌듯 
제피부에는 최악이엇어요
따가워죽는줄알앗음 ㄹㅇ",negative,negative,negative,,,[],[],missing,,[],[],missing
negative_review_samples,oliveyoung,oliveyoung::A000000231833,A000000231833,59974820,[화잘먹] 한율 쑥히알 수분 크림 60ml 기획(+31ml),한율,skincare,5.0,다른 곳은 괜찮은데 코 옆에 바를 때마다 살짝 따가워요 얇은 쪽 피부는 조심해서 발라야 할 거 같아요,positive,negative,negative,,,[],[],missing,,[],[],missing
negative_review_samples,oliveyoung,oliveyoung::A000000206350,A000000206350,23487695,[기미잡티집착템] 이지듀 EX DW-EGF 멜라토닝 패치 5g*4매,이지듀,maskpack,1.0,제품에 비해 가격이 비싸요. 예민한 피부가 아닌데 자극이 있어요. 붙이고 있는동안 너무 간지러워서 결국 시간 다 못 채우고 뗐어요 ㅠㅠ 시트 마스크보다 뗐을때 피부 미백 차이를 잘 못 느끼겠어요....,negative,negative,negative,,,[],[],missing,,[],[],missing
negative_review_samples,coupang,coupang::coupang_5511214,coupang_5511214,coupang_107630927,"코리아나 발효 화이트닝 3종 세트, 1세트74%110,000원28,150원(1세트당 28,150원)내일(목)",,beauty,1.0,"다쓰고 나서 후기를 쓰다보니 지각후기입니다
환절기가 되면서 피부가 너무 아프다
나이먹어서 피부가 안좋아졌나
요즘잠을 잘 못자서 당기고 아픈가 싶었는데
다른 화장품 사용하니 피부가 아프고 당기는 문제가
해결됐네요
이건 무슨 의미일까 제품이 별로라는 거 겠죠
사람마다 체질이 다르고 피부가 다르겠지만
다시는 구매하지 않겠노라 다짐했습니다~!!!",negative,negative,negative,,,[],[],missing,,[],[],missing
negative_review_samples,oliveyoung,oliveyoung::A000000219609,A000000219609,37674284,[대용량/트러블1등] 파티온 노스카나인 트러블 세럼 50ml 리필 기획(+리필40ml+크림10ml),파티온,skincare,1.0,"ㅂㄹㄱㄹ 징ㅋ 제품 쓰다가 유튜브 추천으로 한번 써볼까 해서 구매해봤는데 이거 쓰자마자 바로 뒤집어짐 ㅠㅠ 트러블에 효과 전혀 없고 ,, 저하고는 안맞는것같습니다 ,, 대신에 담날 안색이 쫌 밝아지는? 그럼머함 여드름 3개넘게 올라오는데 ,,,,,,,
저는 너무 별로 였어요 아까워서 메이크업전 스킨케어로 사용중입니다 ,,",negative,negative,negative,,,[],[],missing,,[],[],missing
negative_review_samples,oliveyoung,oliveyoung::A000000205870,A000000205870,51739981,[여드름/좁쌀] 스트라이덱스 맥스플러스패드 55매,스트라이덱스,maskpack,1.0,좁쌀 사라지는지도 모르겠고 걍 따갑고 건조하기만해요 건성이면 더더욱 사지마세요..,negative,negative,negative,지성,지성,['지성'],[],ok,,[],[],missing
negative_review_samples,oliveyoung,oliveyoung::A000000209910,A000000209910,48400683,제로이드 포밍 클렌저 240ml,제로이드,cleansing,1.0,"와 이거 쓰자마자 바로 모낭염같이 우두두두 올라와서 겁나 놀람
쓰던거로 다시 세안하니 다 들어감",negative,negative,negative,,,[],[],missing,,[],[],missing
negative_review_samples,oliveyoung,oliveyoung::A000000185429,A000000185429,33016758,[1+1] 프리메라 필링 투 폼 클렌저 120ml 1+1 기획/단품,프리메라,cleansing,4.0,"냅다 얼굴에 올리지말고 손에 거품내서 쓰고있는데
이럴거면 다른거살게융..",positive,negative,negative,민감성,민감성,['민감성'],[],ok,"C11, C12",[],['C11' 'C12'],code_only
negative_review_samples,oliveyoung,oliveyoung::A000000253295,A000000253295,58999911,[구매인증이벤트/수분촉촉선] 닥터지 스킨부스트 PDRN 선세럼 50ml 기획 (+10ml),닥터지,suncare,3.0,0.1도 안끈적거리는건 좋은데 자꾸 때처럼 밀려서 선세럼 바르기 전에 바르는 앰플 때문인 줄 알고 안밀리는거 찾으려고 집에 있는 앰플들 돌려가면서 써봤는데 진짜 어떤 앰플을 쓰든 다 밀림;;;;,neutral,negative,negative,,,[],[],missing,,[],[],missing
negative_review_samples,coupang,coupang::coupang_1665858959,coupang_1665858959,coupang_414932959,"미샤 래디언스 퍼펙트핏 쿠션 15g, 23호 샌드, 1개48%22,000원11,230원(10g당 7,487원",,beauty,1.0,"밀어발랐다가 난리남
왠만하면 후기 안쓰는데 ㅋㅋㅋ써본것 중에 너무 별로라
아무리 저렴한 제품이라도 참고하고 구매하시라고 리뷰남깁니다.
밀착이 되는 느낌이 아니라 미스트 뿌리고 파우더팩트 바르는 느낌
부드럽게 발리는게 아니라 퍼석하게 발리며 오후가 되면 피부가 파우더 제형과 함께 건조하게 일어나여ㅋㅋ
심지어는 조금 수정하려고 하다가 지우개 처럼 밀려나와서 넘 놀람ㅋㅋㅋㅋ
내피부가 아주 조금이라도 건조하시다면 이점 꼭 참고하세여!",negative,negative,negative,,,[],[],missing,,[],[],missing
negative_review_samples,oliveyoung,oliveyoung::A000000233468,A000000233468,61515420,"메디힐 콜라겐 캡슐 패치 60매 2종 (레티놀, 비타민C)",메디힐,maskpack,2.0,젤리처럼 얼굴에 뭐가 남아요. 하고 나서 떼어내면 깔끔한 느낌이 안 나요,negative,negative,negative,,,[],[],missing,,[],[],missing
negative_review_samples,oliveyoung,oliveyoung::A000000165797,A000000165797,54370048,[대용량/올영단독] 넘버즈인 1번 말끔 순삭 클렌징 오일 400ml 대용량,넘버즈인,cleansing,1.0,"아니 이거 지성인들 완전 비추임 아니 그리고 건성들도 

아니 오일로만 단독 세안을 하진 않지만, 이걸로 단독 세안을 하면 얼굴에 기름기가 생겨요 

어떤 느낌이냐면 얼굴에 콩기름을 묻이고 물로 행구면 얼굴에 기름 둥둥 묻어있는 거 아니죠 딱 그거에요",negative,negative,negative,,,[],[],missing,,[],[],missing
negative_review_samples,oliveyoung,oliveyoung::A000000245091,A000000245091,53953021,에스트라 아토베리어365 세라-히알 속수분 앰플 30ml+30ml 리필 기획,에스트라,skincare,1.0,"환절기 이슈로 애초부터 피부가 살짝 뒤집어져 있는 상태긴 했지만 심한 상태는 아니었습니다 그러나 이 제품을 바른 그 직후부터 심하게 빨개지고 부어오르며 가려움, 진물까지 올라왔습니다 살면서 어느정도 뒤집어져는 봤어도 이 정도로 뒤집어져본건 처음임 피부 뒤집어진 이유가 이 제품 때문은 아니겠지 하는 마음으로 한달동안 일주일 주기로 총 3번정도 발라봤는데 이 앰플 바른 그날부터 확 심해지고 일주일 정도 텀을 둔 후 피부 진정됐다 싶어서 발라보면 더 뒤집어졌음 민감성 피부이신분들은 구매 비추",negative,negative,negative,,,[],[],missing,,[],[],missing
negative_review_samples,oliveyoung,oliveyoung::A000000198780,A000000198780,32312083,[원조율무팩] 리터니티 율무 요철모공 팩 120g 기획세트,리터니티,maskpack,1.0,"부드럽게 일주일 정도 매일 사용해보았는데 갑자기 
편평사마귀가 늘어나고 간지러워서 피부과 다녀왔네요 ㅠㅠ
그리고 나서는 그냥 방치중.. 안맞아서 돈이 아까운 상태
팩 정말 다양하게 사용해봤지만 이런 경유는 처음이예요
파부타입 고르라고 되어있어 해당사항없어 임의로 체크했음",negative,negative,negative,,,[],[],missing,,[],[],missing
negative_review_samples,oliveyoung,oliveyoung::A000000198631,A000000198631,30798759,식물나라 제주 알로에 촉촉 수딩젤 200ml 단품/2입,식물나라,suncare,2.0,알로에가 안 맞는건지 이 제품이 자극 받는건지.. 잘 모르겠지만 ㅜㅜ 저함테는 너무 안 맞아요 발랐다가 괜히 얼굴만 더 뒤집어졌네요,negative,negative,negative,,,[],[],missing,,[],[],missing
negative_review_samples,oliveyoung,oliveyoung::A000000189837,A000000189837,31090961,[흔적미백] 넘버즈인 5번 글루타치온C 흔적 앰플 30ml+30ml 듀오기획,넘버즈인,skincare,1.0,"정말 만족하며 잘 쓰던 앰플이라 1+1으로 재구매 했는데 갑자기 간지럽고 모낭염이 올라오더라고요
설마 싶어 며칠 간격을 두고 다시 발라봐도 그래요
이상이 없던 제품이었는데 왜 그런가 싶어 성분표를 봤더니 제 피부에 트러블 성분인 기존에 없던 비피다발효물이 들어있더러고요
이번에 리뷰남기러 들어와 다시보니 또 발효성분이 빠져 있습니다

왜 성분이 고지도 없이 변하나요?
같은 제품도 살때마다 성분체크를 해야하나요?
배신감 느낍니다
뽑기도 아니고 다시는 구매 안합니다",negative,negative,negative,복합성,복합성,['복합성'],[],ok,"미백, 주름",['미백' '주름'],[],ok
positive_review_samples,oliveyoung,oliveyoung::A000000197743,A000000197743,58411870,[5분 마스크팩] 스킨푸드 데일리 마스크 30매 6종,스킨푸드,maskpack,5.0,편하게 꺼내 쓰기좋아여 감자써봤는데 무난한거수같습니다,positive,positive,positive,,,[],[],missing,,[],[],missing
positive_review_samples,musinsa,musinsa::2637406,2637406,musinsa_2637406_cfa77e11,어반쉐이드 쿨카밍 선스틱 SPF50+ PA++++ 20g,dewytree,beauty,5.0,발림성 좋아요 그리고 시원해지지는 않고 냄새만 시원,positive,positive,positive,복합성 · 진정/보습 · 모공 · 미백,복합성,['복합성'],['진정' '보습' '모공' '미백'],ok,,[],[],missing
positive_review_samples,musinsa,musinsa::3098201,3098201,musinsa_3098201_ec8ef9b9,[사은품 증정] (대용량) 레티놀 시카 흔적 앰플 50mL + 10mL 2개,innisfree,beauty,5.0,이젠 없어선 안되는 필수 스킨케어 제품입니다 좋아요,positive,positive,positive,복합성 · 여드름 · 유수분조절 · 진정/보습,복합성,['복합성'],['트러블' '유수분 조절' '진정' '보습'],ok,,[],[],missing
positive_review_samples,coupang,coupang::coupang_9488566,coupang_9488566,coupang_13509394,"보닌 더 스타일 남성 기초 2종 세트, 1세트할인51%55,000원26,870원(1세트당 26,870원)내일",,beauty,5.0,"어제 구매하고 오늘 아침에받았어여~~ ㅎ
타업체에서 구매하려다가,
쿠팡에서 찾아보니,
금액차가있어서 저렴히 구입했어여~^^",positive,positive,positive,,,[],[],missing,,[],[],missing
positive_review_samples,musinsa,musinsa::4265743,4265743,musinsa_4265743_bb5e212a,[강력고정/24시간 지속력] 포뷰트 프리즈 헤어 스프레이 200ml,forbeaut,beauty,5.0,행사기간이라 합리적인 가격에 좋은 제품을 구매할 수 있었습니다. 고정력도 우수한데 세척력도 좋은 제품이네요,positive,positive,positive,nan,,[],[],missing,,[],[],missing
positive_review_samples,musinsa,musinsa::2570504,2570504,musinsa_2570504_d74a9caa,DMT 페이셜 수분 크림 150ml+추가증정,physiogel,beauty,5.0,매번쓰는건데 할인 많이 받아서 구매했어요 짱짱맨~,positive,positive,positive,복합성 · 진정/보습,복합성,['복합성'],['진정' '보습'],ok,,[],[],missing
positive_review_samples,oliveyoung,oliveyoung::A000000190369,A000000190369,28781790,[판매량 1억개 돌파/대용량] AHC 텐 레볼루션 리얼 아이크림 포 페이스 더블 기획,AHC,skincare,5.0,"사용해보니 눈시림 아주 사알짝 잇어요 
노화의 시작은 25세라더니.  눈 밑 주름까지 신경쓰야서 구매했어요 용량도 많아서 아직까지 잘 쓰고잇어요",positive,positive,positive,민감성,민감성,['민감성'],[],ok,"보습, C09",['보습'],['C09'],ok
positive_review_samples,oliveyoung,oliveyoung::A000000185112,A000000185112,36578381,브링그린 프레시 마스크 1매/10매 (히알루 수분/티트리 진정/글루타치온 톤업/알로에 수딩),브링그린,maskpack,5.0,알로에 수딩 마스크팩이라서 수분감이 넘쳐서 좋아요 ~~!!,positive,positive,positive,건성,건성,['건성'],[],ok,미백,['미백'],[],ok
positive_review_samples,musinsa,musinsa::3505072,3505072,musinsa_3505072_329fab50,[SET] 다이브인 저분자 히알루론산 토너 300ml  x  2개 (+다이브인 크림 20ml),torriden,beauty,5.0,토리든 토너 가격도 괜찮아서 여러번 구매하게 되네요,positive,positive,positive,지성 · 진정/보습,지성,['지성'],['진정' '보습'],ok,,[],[],missing
positive_review_samples,musinsa,musinsa::4240698,4240698,musinsa_4240698_98454150,퍼퓸 버블 대용량 핸드워시 515ml 5종 선물세트,hetrasbeauty,beauty,5.0,세정력 좋고 대용량이라 좋아요 가성비 너무좋은데요? 디자인도 깔꿈하고 향은 전부 대중적인향이라 호불호 없이 잘쓸거같아요,positive,positive,positive,복합성 · 모공 · 진정/보습 · 유수분조절,복합성,['복합성'],['모공' '진정' '보습' '유수분 조절'],ok,,[],[],missing
positive_review_samples,musinsa,musinsa::2959816,2959816,musinsa_2959816_1c00ad65,[SET] 다이브인 저분자 히알루론산 세럼 50ml+40ml (+시카컨트롤세럼 10ml),torriden,beauty,5.0,몇년째 꾸준히 사용하고 있는 토리든 세럼입니다~,positive,positive,positive,진정/보습 · 유수분조절,,[],['진정' '보습' '유수분 조절'],no_base_skin_type,,[],[],missing
positive_review_samples,musinsa,musinsa::6213430,6213430,musinsa_6213430_c0f99318,언리시아 선셋 대즐 글로스 밤,unleashia,beauty,3.0,"컬러도 이쁜데 촉촉해서 좋았어요
근데 저대로 바르기는 조금힘들어서 손으로 퍼뜨려줘야합니다!!",positive,positive,positive,건성 · 진정/보습 · 유수분조절 · 미백,건성,['건성'],['진정' '보습' '유수분 조절' '미백'],ok,,[],[],missing
positive_review_samples,oliveyoung,oliveyoung::A000000205004,A000000205004,32076115,[피지케어/화잘먹팩] 토르홉 무스타 콩테 체인저블 퀵 마스크 60g/90g,토르홉,maskpack,5.0,"설명서 안읽고 두껍게 올렸다가 약간 당황했어요 ㅎㅎㅎ
박스포장을 바로 버리는 저로서는 제품 용기에도 설명이 있으면 좋을거같다는 생각이 드네요!

오버휩된 생크림 제형이예요 
퐁신퐁신~!
빠르게 롤링해서 워시오프할수있는 장점이 있어요
자극적이지 않고, 촉촉한 곡물팩 이예요

롤링할수록 챠콜이 퍼지는거같이 신기했어요
적은양으로도 팩을 할수있어서 오래 쓸거같아요 ㅎㅎ",positive,positive,positive,건성,건성,['건성'],[],ok,"미백, 주름",['미백' '주름'],[],ok
positive_review_samples,coupang,coupang::coupang_18114848,coupang_18114848,coupang_182927413,"토니모리 루미너스 여신광채 비비크림 SPF37 PA++, 1호 화사한 베이지, 45g, 1개32%15,000",,beauty,5.0,"예전에 토리모리 여신광채 써서 괜찮다는 느낌을 
받았어서~ 
다시 한번 발라보려고 주문해봤어용~^^
가격이 정말 저렴한것 같아요~ 
좀 매트한 느낌은 있어서 좀묽은 비비크림이라든지
썬크림 섞어발라도 괜찮아요~^^ 
썬지수도 35면 좋고~ 
제가 얼굴이 좀  까무잡잡한편이라~ 
바르면 하애지지만 좀있음 살짝 날아가긴해요~ 
발림성도 가격대비 너무 괜찮아서~ 
아주 굿굿굿~ 
사실 비싼것도 그락저락 이드라구요ㅜㅜ
어떻게 요가격에 요런제품이 나올수가 있는지~ 
남는게 있나요?ㅎ 
양도 많아서~ 오래쓴 기억입니다~ 
이번에도 써보고 좋으면 궂이 비싼거 쓸필요없이
토리모리제품 으로 갈아타야될듯요~^^",positive,positive,positive,,,[],[],missing,,[],[],missing
